user_id,session_start_dttm,test_high_contrast_bucket,desktop_flag,satisfaction_metric,session_duration_min,purchase_flag,purchase_amount_rub
38065,2024-11-01 00:13:36,,1,,6,1,301
21727,2024-11-01 00:21:36,,0,,7,0,0
25670,2024-11-01 00:34:58,,1,,8,1,306
76944,2024-11-01 00:50:11,,0,,7,1,227
32755,2024-11-01 01:18:46,,1,,5,1,282
2447,2024-11-01 01:34:28,,1,,8,1,782
11629,2024-11-01 01:36:14,,1,,9,1,273
19260,2024-11-01 01:51:09,,1,,3,1,406
19583,2024-11-01 02:07:00,,0,,5,0,0
14078,2024-11-01 02:12:55,,0,,5,1,256
51121,2024-11-01 02:18:19,,0,,8,0,0
370,2024-11-01 02:19:46,,0,,11,0,0
20238,2024-11-01 02:32:29,,1,,7,0,0
25656,2024-11-01 02:37:10,,1,,5,1,290
93586,2024-11-01 02:40:19,,0,,5,0,0
34360,2024-11-01 02:46:26,,0,,7,0,0
18011,2024-11-01 02:48:54,,1,,7,0,0
68554,2024-11-01 02:51:47,,0,,5,1,282
41063,2024-11-01 02:58:50,,0,,10,0,0
2994,2024-11-01 03:07:38,,1,,6,1,120
32341,2024-11-01 03:30:36,,0,,5,1,196
41505,2024-11-01 03:56:16,,0,,4,0,0
30905,2024-11-01 03:58:53,,1,,4,0,0
88652,2024-11-01 04:23:34,,1,,8,0,0
87900,2024-11-01 04:56:22,,1,,4,1,195
80029,2024-11-01 05:02:22,,0,,6,0,0
955,2024-11-01 05:20:29,,1,,11,0,0
75700,2024-11-01 05:49:14,,0,,4,1,219
65201,2024-11-01 05:52:02,,0,,7,0,0
21941,2024-11-01 05:53:16,,0,,6,1,308
1552,2024-11-01 06:02:46,,0,,3,1,217
75100,2024-11-01 06:14:19,,0,,9,0,0
38663,2024-11-01 06:21:36,,0,,7,1,370
75325,2024-11-01 06:28:50,,0,,6,0,0
60662,2024-11-01 06:47:05,,1,,2,0,0
20832,2024-11-01 06:50:02,,1,,4,0,0
12029,2024-11-01 07:03:19,,1,,4,0,0
46205,2024-11-01 07:12:24,,1,,1,1,321
13877,2024-11-01 07:56:35,,0,,6,1,272
93825,2024-11-01 08:15:14,,0,,5,0,0
11398,2024-11-01 08:18:42,,0,,6,1,250
60921,2024-11-01 08:36:33,,0,,6,0,0
70571,2024-11-01 08:48:25,,1,,3,0,0
63068,2024-11-01 08:49:45,,0,,7,0,0
34279,2024-11-01 08:50:25,,0,,10,0,0
82303,2024-11-01 09:13:27,,1,,6,0,0
51802,2024-11-01 09:29:21,,0,,5,0,0
4869,2024-11-01 09:31:14,,0,,3,0,0
21131,2024-11-01 09:34:33,,1,,5,0,0
40240,2024-11-01 09:35:52,,0,,3,0,0
98385,2024-11-01 09:59:06,,0,,11,0,0
34695,2024-11-01 10:00:10,,1,,9,0,0
22431,2024-11-01 10:00:55,,0,,6,0,0
33035,2024-11-01 10:05:14,,0,,10,1,227
76581,2024-11-01 10:05:23,,0,,10,1,205
15338,2024-11-01 10:19:13,,1,,5,0,0
96965,2024-11-01 10:34:26,,0,,7,0,0
80681,2024-11-01 10:44:31,,0,,4,0,0
8966,2024-11-01 11:00:58,,0,,5,1,513
28970,2024-11-01 11:05:51,,0,,9,1,500
96693,2024-11-01 11:06:54,,1,,6,1,304
51412,2024-11-01 11:16:51,,0,,6,1,201
16316,2024-11-01 11:17:00,,0,,4,0,0
46604,2024-11-01 11:40:35,,0,,8,0,0
19648,2024-11-01 11:42:59,,1,,13,0,0
48309,2024-11-01 11:44:23,,1,,6,1,532
66807,2024-11-01 11:53:06,,0,,3,1,165
425,2024-11-01 12:03:18,,0,,6,1,417
11409,2024-11-01 12:06:27,,0,,6,1,313
69987,2024-11-01 12:12:10,,1,,0,0,0
84600,2024-11-01 12:12:28,,0,,7,0,0
72919,2024-11-01 12:16:40,,0,,10,0,0
1165,2024-11-01 12:23:48,,0,,8,0,0
85967,2024-11-01 12:45:39,,0,,5,0,0
60036,2024-11-01 12:50:33,,1,,9,1,244
10453,2024-11-01 13:01:10,,0,,4,1,250
50540,2024-11-01 13:01:20,,0,,4,0,0
80029,2024-11-01 13:03:43,,0,,1,0,0
73452,2024-11-01 13:11:44,,0,,3,0,0
48608,2024-11-01 13:18:35,,0,,3,1,289
30425,2024-11-01 13:31:59,,0,,9,1,356
11947,2024-11-01 13:33:51,,0,,4,0,0
36572,2024-11-01 13:35:22,,0,,3,0,0
68275,2024-11-01 13:56:35,,0,,4,0,0
92692,2024-11-01 13:59:23,,0,,7,0,0
7818,2024-11-01 14:06:37,,1,,6,1,284
25656,2024-11-01 14:08:55,,1,,6,1,257
49199,2024-11-01 14:15:09,,0,,8,1,673
26422,2024-11-01 14:17:30,,0,,7,1,266
4469,2024-11-01 14:29:37,,0,,6,1,245
71632,2024-11-01 14:33:51,,1,,7,0,0
45297,2024-11-01 14:45:28,,0,,4,0,0
74062,2024-11-01 14:47:17,,0,,2,0,0
16499,2024-11-01 14:51:50,,1,,7,0,0
10521,2024-11-01 14:54:29,,0,,8,0,0
91510,2024-11-01 14:56:14,,0,,11,0,0
41505,2024-11-01 15:01:29,,0,,11,0,0
27102,2024-11-01 15:04:14,,0,,7,1,257
73982,2024-11-01 15:07:55,,0,,7,0,0
94626,2024-11-01 15:21:33,,1,,5,1,245
57740,2024-11-01 15:29:35,,0,,6,1,301
69886,2024-11-01 15:36:51,,0,,2,0,0
85100,2024-11-01 15:46:17,,0,,2,1,396
5343,2024-11-01 15:48:11,,1,,6,1,729
56119,2024-11-01 15:51:05,,0,,3,1,347
98708,2024-11-01 15:57:06,,0,,10,0,0
51337,2024-11-01 16:10:29,,0,,6,0,0
75885,2024-11-01 16:16:35,,1,,4,0,0
40212,2024-11-01 16:20:57,,1,,7,1,216
91764,2024-11-01 17:03:40,,1,,6,1,267
18614,2024-11-01 17:06:20,,0,,4,0,0
83340,2024-11-01 17:08:23,,1,,9,0,0
2856,2024-11-01 17:19:24,,0,,9,1,220
29024,2024-11-01 17:24:07,,1,,8,0,0
70947,2024-11-01 17:34:19,,1,,10,1,203
1552,2024-11-01 17:36:30,,0,,2,0,0
21113,2024-11-01 17:49:16,,1,,4,1,311
9470,2024-11-01 17:51:27,,1,,7,0,0
92692,2024-11-01 17:51:46,,1,,5,0,0
20019,2024-11-01 17:53:01,,0,,8,0,0
17328,2024-11-01 17:56:34,,0,,5,0,0
39108,2024-11-01 17:59:44,,0,,9,0,0
74707,2024-11-01 18:06:03,,0,,10,1,323
