user_id,session_start_dttm,test_high_contrast_bucket,desktop_flag,satisfaction_metric,session_duration_min,purchase_flag,purchase_amount_rub
33548,2025-12-01 00:52:50,,0,,8,1,95
28083,2025-12-01 01:07:00,,0,,3,1,278
37992,2025-12-01 01:09:09,,0,,4,1,220
5835,2025-12-01 01:28:08,,0,,5,0,0
60465,2025-12-01 01:31:40,,0,,9,0,0
5027,2025-12-01 01:59:43,,0,,8,0,0
55563,2025-12-01 02:10:52,,1,,5,0,0
24239,2025-12-01 02:22:11,,0,,10,0,0
39062,2025-12-01 02:28:59,,0,,5,0,0
77563,2025-12-01 02:29:04,,0,,3,0,0
82188,2025-12-01 02:49:31,,1,,7,0,0
33038,2025-12-01 02:59:55,,1,,5,0,0
78972,2025-12-01 03:13:18,,1,,7,0,0
91951,2025-12-01 03:14:52,,0,,5,1,167
33140,2025-12-01 03:20:31,,0,,10,0,0
3798,2025-12-01 03:24:28,,0,,6,0,0
37746,2025-12-01 03:25:15,,1,,5,0,0
72360,2025-12-01 03:25:33,,1,,4,0,0
15267,2025-12-01 03:30:36,,0,,7,0,0
64846,2025-12-01 03:34:27,,0,,1,1,206
40606,2025-12-01 03:44:43,,0,,6,0,0
64011,2025-12-01 03:47:11,,0,,5,0,0
52555,2025-12-01 03:55:27,,0,,5,0,0
48533,2025-12-01 04:20:45,,0,,5,0,0
95844,2025-12-01 04:34:45,,0,,6,0,0
23448,2025-12-01 04:54:48,,0,,4,0,0
77814,2025-12-01 05:05:51,,0,,7,1,362
54697,2025-12-01 05:13:46,,0,,6,0,0
34279,2025-12-01 05:16:54,,0,,6,0,0
96875,2025-12-01 05:28:48,,0,,5,1,324
17120,2025-12-01 05:47:51,,1,,6,1,482
96837,2025-12-01 05:54:12,,0,,6,0,0
34229,2025-12-01 06:02:21,,0,,6,0,0
69012,2025-12-01 06:04:42,,1,,6,1,234
8479,2025-12-01 06:21:37,,0,,6,0,0
91018,2025-12-01 06:40:17,,1,,10,1,150
16209,2025-12-01 06:41:06,,0,,3,0,0
35026,2025-12-01 06:44:11,,0,,2,0,0
74932,2025-12-01 06:51:00,,0,,8,1,80
78635,2025-12-01 07:21:56,,1,,8,0,0
37119,2025-12-01 07:32:27,,1,,6,0,0
58454,2025-12-01 07:52:12,,1,,4,0,0
1871,2025-12-01 07:54:56,,0,,6,0,0
81974,2025-12-01 08:02:11,,0,,5,0,0
59610,2025-12-01 08:02:24,,0,,3,0,0
91559,2025-12-01 08:08:37,,1,,7,0,0
88559,2025-12-01 08:36:04,,0,,8,1,479
29999,2025-12-01 08:44:44,,1,,7,1,112
87826,2025-12-01 08:49:02,,0,,8,0,0
3680,2025-12-01 08:57:17,,1,,7,0,0
39062,2025-12-01 09:04:28,,0,,5,0,0
59683,2025-12-01 09:09:06,,1,,6,1,311
51919,2025-12-01 09:21:20,,1,,6,1,383
14831,2025-12-01 09:22:41,,0,,8,0,0
17062,2025-12-01 09:23:29,,0,,10,0,0
6305,2025-12-01 09:31:58,,0,,8,0,0
29444,2025-12-01 09:34:08,,0,,5,0,0
11886,2025-12-01 09:35:38,,0,,6,1,61
74645,2025-12-01 09:43:39,,0,,7,1,98
54263,2025-12-01 09:44:10,,0,,7,0,0
76807,2025-12-01 09:53:33,,1,,12,0,0
73031,2025-12-01 10:04:19,,0,,3,0,0
79971,2025-12-01 10:11:49,,0,,4,1,255
23900,2025-12-01 10:17:11,,1,,4,0,0
9296,2025-12-01 10:21:18,,1,,4,0,0
37650,2025-12-01 10:28:48,,0,,3,0,0
17796,2025-12-01 10:53:35,,0,,8,0,0
57394,2025-12-01 11:33:20,,0,,5,1,487
79771,2025-12-01 11:41:16,,1,,2,1,353
78110,2025-12-01 11:48:03,,0,,6,0,0
67761,2025-12-01 11:51:08,,0,,4,1,145
62021,2025-12-01 11:55:08,,0,,7,0,0
89560,2025-12-01 12:04:22,,0,,7,0,0
81576,2025-12-01 12:27:21,,0,,9,1,185
74125,2025-12-01 12:28:10,,1,,2,0,0
14710,2025-12-01 12:28:48,,0,,5,0,0
83184,2025-12-01 12:34:16,,0,,9,1,165
57888,2025-12-01 12:35:27,,0,,4,0,0
23185,2025-12-01 12:57:43,,1,,3,0,0
57732,2025-12-01 13:02:11,,0,,10,1,132
32512,2025-12-01 13:09:51,,1,,7,0,0
39543,2025-12-01 13:13:52,,0,,5,0,0
18143,2025-12-01 13:18:22,,0,,8,1,267
48135,2025-12-01 13:19:02,,0,,5,1,169
69377,2025-12-01 13:20:16,,0,,7,0,0
64105,2025-12-01 13:29:52,,1,,4,0,0
8479,2025-12-01 13:39:59,,0,,5,0,0
14944,2025-12-01 13:44:51,,0,,5,0,0
82669,2025-12-01 13:47:00,,1,,8,0,0
21803,2025-12-01 13:48:48,,0,,4,0,0
19611,2025-12-01 13:50:10,,0,,7,0,0
70102,2025-12-01 13:56:12,,1,,9,0,0
6208,2025-12-01 13:56:21,,1,,4,0,0
54347,2025-12-01 14:05:26,,0,,6,0,0
82253,2025-12-01 14:33:43,,1,,7,0,0
56392,2025-12-01 14:39:58,,0,,7,0,0
95145,2025-12-01 14:45:14,,1,,4,0,0
53109,2025-12-01 14:47:54,,0,,2,0,0
93869,2025-12-01 14:49:07,,1,,5,1,420
21714,2025-12-01 14:51:36,,0,,6,0,0
71373,2025-12-01 14:53:42,,0,,7,0,0
36950,2025-12-01 15:24:28,,1,,7,1,177
15401,2025-12-01 15:30:59,,1,,1,0,0
10936,2025-12-01 15:44:04,,1,,8,0,0
95145,2025-12-01 15:50:18,,0,,7,1,274
2914,2025-12-01 15:51:25,,0,,2,1,104
37867,2025-12-01 16:08:39,,0,,9,0,0
67862,2025-12-01 16:16:31,,0,,7,0,0
9849,2025-12-01 16:18:04,,1,,8,1,479
65936,2025-12-01 16:19:51,,0,,7,1,229
8903,2025-12-01 16:20:07,,0,,13,0,0
33213,2025-12-01 16:24:19,,0,,7,0,0
46541,2025-12-01 16:26:17,,0,,9,0,0
2615,2025-12-01 16:30:12,,0,,2,0,0
33596,2025-12-01 16:33:41,,1,,2,1,156
74046,2025-12-01 16:41:48,,0,,9,1,207
43964,2025-12-01 16:55:40,,1,,6,1,200
41653,2025-12-01 17:00:32,,0,,5,0,0
93523,2025-12-01 17:06:23,,0,,5,0,0
80957,2025-12-01 17:07:14,,1,,3,1,253
13117,2025-12-01 17:19:34,,0,,5,1,183
82016,2025-12-01 17:24:44,,0,,8,0,0
88400,2025-12-01 17:27:43,,0,,7,0,0
17726,2025-12-01 17:41:21,,1,,8,1,270
69521,2025-12-01 17:43:37,,0,,1,1,100
78553,2025-12-01 17:43:54,,0,,8,1,221
17839,2025-12-01 17:44:51,,0,,5,0,0
65355,2025-12-01 18:07:21,,0,,7,0,0
16296,2025-12-01 18:08:11,,0,,7,1,628
543,2025-12-01 18:15:20,,0,,3,1,334
45186,2025-12-01 18:21:06,,1,,7,0,0
71466,2025-12-01 18:22:17,,0,,6,0,0
57896,2025-12-01 18:26:30,,0,,4,0,0
11886,2025-12-01 18:33:36,,0,,6,0,0
22147,2025-12-01 18:42:21,,1,,7,0,0
29702,2025-12-01 19:04:13,,1,,4,1,158
29363,2025-12-01 19:04:17,,0,,9,0,0
37992,2025-12-01 19:12:36,,1,,4,0,0
24832,2025-12-01 19:13:52,,0,,4,0,0
85500,2025-12-01 19:17:51,,1,,4,1,148
84964,2025-12-01 19:24:56,,0,,3,0,0
35165,2025-12-01 19:26:06,,0,,2,0,0
62783,2025-12-01 19:34:10,,0,,5,0,0
63873,2025-12-01 19:38:09,,0,,8,0,0
33548,2025-12-01 19:57:43,,0,,6,0,0
98848,2025-12-01 19:59:14,,1,,6,0,0
3367,2025-12-01 20:01:04,,1,,9,0,0
52639,2025-12-01 20:11:10,,1,,7,0,0
6659,2025-12-01 20:13:35,,0,,7,0,0
61586,2025-12-01 20:21:54,,0,,5,0,0
97270,2025-12-01 20:35:48,,0,,6,1,296
87719,2025-12-01 20:38:24,,0,,7,0,0
64425,2025-12-01 20:43:27,,1,,8,0,0
33049,2025-12-01 20:55:40,,0,,6,0,0
18665,2025-12-01 21:37:35,,0,,5,0,0
96779,2025-12-01 21:44:00,,1,,7,0,0
9212,2025-12-01 21:54:38,,0,,7,0,0
67894,2025-12-01 21:55:46,,1,,8,0,0
49062,2025-12-01 21:56:16,,0,,6,0,0
18616,2025-12-01 22:07:50,,0,,3,0,0
8652,2025-12-01 22:11:05,,0,,12,1,241
61163,2025-12-01 22:11:50,,0,,4,0,0
11235,2025-12-01 22:14:04,,1,,6,0,0
