user_id,session_start_dttm,test_high_contrast_bucket,desktop_flag,satisfaction_metric,session_duration_min,purchase_flag,purchase_amount_rub
60498,2025-06-01 00:06:37,,0,,7,0,0
13363,2025-06-01 00:08:37,,1,,6,0,0
40007,2025-06-01 00:10:52,,0,,5,1,463
5361,2025-06-01 00:12:01,,0,,8,0,0
21338,2025-06-01 00:17:51,,0,,5,0,0
60051,2025-06-01 00:28:55,,0,,3,0,0
53974,2025-06-01 00:38:12,,0,,6,1,427
52031,2025-06-01 00:38:53,,0,,5,0,0
97328,2025-06-01 00:41:00,,0,,4,1,410
74125,2025-06-01 00:46:03,,0,,4,0,0
84123,2025-06-01 00:47:04,,1,,6,0,0
97475,2025-06-01 00:47:43,,0,,6,0,0
14842,2025-06-01 00:55:05,,0,,4,1,410
77532,2025-06-01 00:55:56,,0,,5,0,0
16025,2025-06-01 01:02:44,,0,,14,1,348
79986,2025-06-01 01:09:04,,0,,7,0,0
79301,2025-06-01 01:15:01,,0,,7,0,0
57145,2025-06-01 01:18:16,,0,,7,0,0
52703,2025-06-01 01:45:29,,1,,4,0,0
22309,2025-06-01 01:54:19,,0,,6,0,0
71120,2025-06-01 01:57:42,,0,,3,0,0
18517,2025-06-01 02:31:07,,0,,6,0,0
64358,2025-06-01 02:59:05,,1,,12,0,0
9465,2025-06-01 03:00:45,,1,,5,0,0
65907,2025-06-01 03:04:24,,0,,6,0,0
11776,2025-06-01 03:08:11,,0,,7,1,314
22169,2025-06-01 03:15:07,,1,,4,1,325
84964,2025-06-01 03:42:19,,0,,4,1,877
18125,2025-06-01 03:53:54,,0,,6,0,0
78670,2025-06-01 04:28:29,,0,,5,1,354
2960,2025-06-01 04:35:53,,1,,7,0,0
19436,2025-06-01 04:42:24,,0,,4,1,329
68479,2025-06-01 04:47:44,,0,,7,0,0
71576,2025-06-01 05:00:40,,0,,3,1,901
60139,2025-06-01 05:14:35,,1,,4,0,0
25586,2025-06-01 05:31:12,,0,,10,0,0
92017,2025-06-01 05:42:52,,0,,6,0,0
5661,2025-06-01 05:43:24,,0,,7,0,0
98679,2025-06-01 05:44:18,,0,,5,0,0
84237,2025-06-01 05:48:53,,0,,8,0,0
83,2025-06-01 05:50:11,,0,,6,0,0
77941,2025-06-01 05:52:27,,0,,6,1,268
12125,2025-06-01 06:02:44,,1,,5,0,0
61799,2025-06-01 06:10:24,,1,,8,0,0
61394,2025-06-01 06:14:00,,0,,5,1,387
92375,2025-06-01 06:21:07,,0,,3,0,0
70490,2025-06-01 06:45:56,,1,,3,1,501
47335,2025-06-01 06:57:43,,1,,5,0,0
89445,2025-06-01 07:34:48,,0,,6,0,0
15757,2025-06-01 07:38:05,,1,,10,0,0
45831,2025-06-01 08:05:08,,1,,8,0,0
6451,2025-06-01 08:11:20,,0,,3,1,324
38890,2025-06-01 08:18:21,,0,,7,1,432
50473,2025-06-01 08:22:38,,1,,10,0,0
94520,2025-06-01 08:26:46,,0,,5,1,285
63612,2025-06-01 08:27:43,,0,,6,0,0
87715,2025-06-01 08:39:28,,0,,10,0,0
34006,2025-06-01 08:44:26,,1,,7,0,0
87925,2025-06-01 08:45:29,,1,,5,1,364
98679,2025-06-01 09:00:09,,0,,5,0,0
78683,2025-06-01 09:04:45,,0,,4,0,0
58547,2025-06-01 09:09:02,,0,,4,0,0
65219,2025-06-01 09:10:09,,0,,5,1,407
75034,2025-06-01 09:17:32,,1,,6,0,0
91660,2025-06-01 09:21:49,,0,,3,1,837
33038,2025-06-01 09:21:51,,0,,6,0,0
43710,2025-06-01 09:23:56,,0,,3,0,0
68552,2025-06-01 09:29:38,,1,,3,0,0
95163,2025-06-01 09:33:14,,0,,8,0,0
34440,2025-06-01 09:34:36,,1,,6,0,0
38928,2025-06-01 09:35:47,,0,,9,0,0
13363,2025-06-01 09:44:52,,0,,3,1,353
23995,2025-06-01 09:47:41,,0,,4,0,0
17257,2025-06-01 09:52:49,,0,,8,1,261
77019,2025-06-01 10:01:13,,0,,7,1,383
18302,2025-06-01 10:03:43,,0,,6,0,0
98221,2025-06-01 10:11:24,,0,,2,0,0
48680,2025-06-01 10:15:31,,0,,10,0,0
55800,2025-06-01 10:21:55,,0,,6,0,0
61394,2025-06-01 10:26:57,,0,,6,1,284
66262,2025-06-01 10:33:38,,1,,4,0,0
70337,2025-06-01 10:35:12,,0,,5,0,0
1538,2025-06-01 10:37:20,,0,,6,0,0
11826,2025-06-01 10:44:56,,0,,3,0,0
79986,2025-06-01 10:45:53,,1,,13,1,330
31636,2025-06-01 10:47:49,,0,,7,0,0
80006,2025-06-01 10:55:45,,1,,3,0,0
39588,2025-06-01 10:56:27,,1,,3,0,0
81940,2025-06-01 11:01:06,,0,,6,0,0
45691,2025-06-01 11:05:29,,0,,5,0,0
23657,2025-06-01 11:09:59,,1,,11,0,0
31803,2025-06-01 11:23:50,,0,,8,0,0
1480,2025-06-01 11:28:39,,0,,6,0,0
59586,2025-06-01 11:36:07,,1,,11,0,0
81258,2025-06-01 11:44:19,,0,,5,1,253
97328,2025-06-01 11:47:58,,0,,4,1,483
39806,2025-06-01 12:04:44,,0,,9,0,0
91794,2025-06-01 12:17:48,,0,,9,1,289
61139,2025-06-01 12:25:55,,0,,10,0,0
58441,2025-06-01 12:27:06,,0,,9,0,0
75034,2025-06-01 12:31:06,,0,,5,1,262
28083,2025-06-01 12:32:39,,0,,7,1,374
4391,2025-06-01 12:34:16,,0,,4,0,0
13402,2025-06-01 12:42:24,,0,,6,0,0
58641,2025-06-01 12:59:56,,0,,7,0,0
4783,2025-06-01 13:02:40,,0,,8,0,0
63453,2025-06-01 13:04:31,,0,,9,0,0
61799,2025-06-01 13:10:49,,0,,6,1,440
37100,2025-06-01 13:12:05,,0,,2,0,0
33151,2025-06-01 13:13:31,,0,,12,0,0
80616,2025-06-01 13:16:55,,0,,2,1,332
84929,2025-06-01 13:17:04,,1,,5,0,0
92375,2025-06-01 13:27:37,,0,,2,1,305
26026,2025-06-01 13:32:09,,0,,7,0,0
85611,2025-06-01 13:32:34,,0,,8,1,392
49806,2025-06-01 13:39:35,,0,,5,0,0
90891,2025-06-01 13:40:04,,1,,3,1,400
2784,2025-06-01 13:51:49,,1,,2,0,0
36098,2025-06-01 14:02:56,,1,,4,0,0
5361,2025-06-01 14:07:45,,0,,10,1,437
11812,2025-06-01 14:16:06,,0,,6,1,295
20940,2025-06-01 14:16:13,,1,,5,0,0
46883,2025-06-01 14:20:14,,1,,4,0,0
41063,2025-06-01 14:29:12,,0,,7,0,0
40196,2025-06-01 14:36:06,,1,,6,0,0
66208,2025-06-01 14:37:53,,1,,4,1,366
95764,2025-06-01 14:37:55,,0,,6,0,0
46317,2025-06-01 14:40:10,,0,,4,1,387
49627,2025-06-01 14:49:09,,1,,3,0,0
46921,2025-06-01 15:09:16,,1,,6,0,0
43568,2025-06-01 15:15:46,,1,,9,0,0
60910,2025-06-01 15:26:04,,0,,7,0,0
77532,2025-06-01 15:30:46,,0,,6,0,0
16802,2025-06-01 15:33:04,,0,,6,0,0
75770,2025-06-01 15:37:15,,1,,7,0,0
25586,2025-06-01 15:40:18,,1,,4,1,339
67403,2025-06-01 15:51:15,,0,,6,0,0
34586,2025-06-01 15:55:13,,0,,4,0,0
39806,2025-06-01 15:56:36,,0,,5,0,0
17594,2025-06-01 15:58:16,,1,,8,0,0
506,2025-06-01 16:02:46,,0,,6,0,0
43192,2025-06-01 16:03:23,,1,,7,0,0
30713,2025-06-01 16:06:21,,0,,4,1,314
8194,2025-06-01 16:08:43,,0,,12,1,387
29300,2025-06-01 16:14:27,,0,,5,0,0
9151,2025-06-01 16:16:02,,0,,11,1,342
48471,2025-06-01 16:19:54,,0,,9,0,0
22329,2025-06-01 16:26:32,,0,,5,1,497
61727,2025-06-01 16:29:00,,0,,9,1,235
69866,2025-06-01 16:33:41,,0,,4,0,0
44925,2025-06-01 16:35:49,,1,,6,0,0
8890,2025-06-01 16:36:32,,0,,5,1,468
79301,2025-06-01 16:44:44,,0,,4,1,625
42603,2025-06-01 16:46:15,,1,,5,1,393
87237,2025-06-01 16:46:58,,0,,4,1,344
18213,2025-06-01 16:50:53,,1,,6,1,397
59954,2025-06-01 16:53:40,,0,,3,0,0
82825,2025-06-01 16:57:29,,0,,8,0,0
53974,2025-06-01 17:00:36,,1,,8,1,304
9092,2025-06-01 17:02:17,,1,,11,0,0
79182,2025-06-01 17:06:24,,1,,3,1,360
65862,2025-06-01 17:10:39,,0,,4,0,0
50204,2025-06-01 17:11:56,,0,,8,1,451
7298,2025-06-01 17:21:30,,0,,2,1,366
20853,2025-06-01 17:26:00,,0,,7,1,243
53729,2025-06-01 17:30:47,,1,,4,0,0
56896,2025-06-01 17:36:48,,1,,3,1,308
80006,2025-06-01 17:39:48,,0,,1,1,575
26073,2025-06-01 17:49:44,,1,,3,1,435
69897,2025-06-01 17:51:58,,1,,5,1,282
69183,2025-06-01 17:56:45,,0,,5,1,399
19503,2025-06-01 17:58:43,,0,,5,1,429
75770,2025-06-01 17:59:56,,0,,9,1,335
54883,2025-06-01 18:01:59,,0,,5,1,309
52139,2025-06-01 18:05:50,,0,,8,1,255
59650,2025-06-01 18:09:28,,0,,2,1,317
30032,2025-06-01 18:10:37,,0,,6,0,0
24678,2025-06-01 18:23:31,,0,,1,0,0
88792,2025-06-01 18:26:02,,0,,5,0,0
67603,2025-06-01 18:31:37,,0,,3,0,0
28679,2025-06-01 18:31:53,,0,,9,0,0
10917,2025-06-01 18:33:58,,1,,4,0,0
75380,2025-06-01 18:38:42,,0,,3,0,0
19128,2025-06-01 18:41:08,,1,,9,0,0
55631,2025-06-01 18:57:25,,0,,6,0,0
78119,2025-06-01 18:59:35,,1,,11,0,0
7890,2025-06-01 18:59:43,,0,,8,0,0
