user_id,session_start_dttm,desktop_flag,session_duration_min,purchase_flag,purchase_amount_rub
92936,2024-07-01 00:05:12,0,7,0,0
30956,2024-07-01 00:13:19,1,8,1,532
64910,2024-07-01 00:19:14,1,6,0,0
9975,2024-07-01 00:41:46,1,5,0,0
66807,2024-07-01 00:46:42,0,4,0,0
88935,2024-07-01 00:49:22,1,5,1,331
44709,2024-07-01 01:14:52,1,5,1,543
11517,2024-07-01 01:24:28,1,6,0,0
15229,2024-07-01 01:26:54,0,5,0,0
35543,2024-07-01 01:27:41,0,3,0,0
21933,2024-07-01 01:33:12,1,7,0,0
46700,2024-07-01 01:38:46,1,6,0,0
29395,2024-07-01 02:21:55,0,5,1,339
67852,2024-07-01 02:32:10,1,5,0,0
6185,2024-07-01 02:37:11,0,11,0,0
9448,2024-07-01 02:37:48,0,6,1,264
99825,2024-07-01 02:37:57,1,4,1,368
23290,2024-07-01 02:45:55,1,2,0,0
57795,2024-07-01 03:02:26,1,4,1,335
58337,2024-07-01 03:27:17,0,2,0,0
79093,2024-07-01 03:31:04,0,12,0,0
2720,2024-07-01 03:44:29,0,5,0,0
62786,2024-07-01 04:02:17,1,0,0,0
97401,2024-07-01 04:06:14,0,4,0,0
66938,2024-07-01 04:14:47,0,8,1,231
58694,2024-07-01 04:45:38,1,3,1,288
3712,2024-07-01 05:15:22,0,5,0,0
29017,2024-07-01 05:30:14,0,9,0,0
37612,2024-07-01 05:30:37,0,9,0,0
18366,2024-07-01 05:36:47,0,7,1,224
65320,2024-07-01 05:45:56,1,3,1,389
87661,2024-07-01 06:18:47,1,4,0,0
947,2024-07-01 06:45:23,0,7,0,0
11053,2024-07-01 07:07:20,0,3,1,247
67448,2024-07-01 07:24:14,0,6,0,0
55575,2024-07-01 07:37:36,1,8,1,329
71596,2024-07-01 07:44:43,0,7,0,0
90708,2024-07-01 07:47:09,0,8,0,0
85960,2024-07-01 08:02:51,0,3,1,347
81727,2024-07-01 08:07:07,1,6,0,0
98932,2024-07-01 08:14:57,0,4,0,0
67754,2024-07-01 08:29:12,0,6,0,0
80235,2024-07-01 08:33:46,1,7,0,0
4149,2024-07-01 08:34:35,0,7,1,665
18290,2024-07-01 08:38:50,1,3,0,0
53595,2024-07-01 08:40:50,0,5,0,0
56405,2024-07-01 08:46:20,0,4,0,0
14295,2024-07-01 08:50:21,0,10,0,0
42034,2024-07-01 08:59:20,0,6,1,638
86271,2024-07-01 09:01:30,1,6,1,216
81579,2024-07-01 09:06:54,1,5,0,0
96586,2024-07-01 09:32:18,0,5,1,353
27614,2024-07-01 09:33:11,0,8,0,0
3482,2024-07-01 09:36:56,1,7,0,0
23657,2024-07-01 09:46:05,0,4,0,0
64831,2024-07-01 09:47:19,1,5,1,299
28342,2024-07-01 09:57:12,1,8,1,303
18335,2024-07-01 10:05:50,1,7,1,199
69904,2024-07-01 10:10:22,0,3,1,400
10723,2024-07-01 10:10:35,0,9,0,0
7083,2024-07-01 10:18:26,0,17,1,385
92724,2024-07-01 10:33:39,0,4,0,0
94324,2024-07-01 10:34:52,0,3,0,0
73493,2024-07-01 10:39:55,0,2,0,0
24373,2024-07-01 10:44:24,1,2,0,0
52138,2024-07-01 10:50:23,1,12,0,0
24764,2024-07-01 10:59:48,0,6,0,0
44303,2024-07-01 11:04:57,1,8,1,513
32225,2024-07-01 11:06:29,1,6,1,464
60166,2024-07-01 11:11:13,0,6,1,458
10271,2024-07-01 11:12:32,1,6,0,0
48509,2024-07-01 11:13:34,0,7,1,311
33250,2024-07-01 11:15:49,0,3,0,0
63563,2024-07-01 11:17:59,0,8,0,0
74349,2024-07-01 11:25:19,0,9,1,364
47767,2024-07-01 11:26:23,0,4,0,0
68024,2024-07-01 11:33:57,0,10,0,0
48509,2024-07-01 11:50:27,1,8,0,0
36685,2024-07-01 11:52:41,1,7,0,0
27614,2024-07-01 11:53:46,1,9,1,304
67539,2024-07-01 11:55:02,1,4,0,0
70754,2024-07-01 11:55:32,1,7,0,0
36685,2024-07-01 11:58:29,0,8,0,0
85234,2024-07-01 11:59:04,0,8,0,0
96221,2024-07-01 12:07:06,1,4,1,317
35872,2024-07-01 12:17:41,1,3,0,0
12541,2024-07-01 12:21:49,0,5,0,0
50753,2024-07-01 12:27:31,0,9,0,0
62680,2024-07-01 12:54:00,0,4,0,0
81691,2024-07-01 13:11:07,0,7,0,0
66288,2024-07-01 13:12:33,0,4,0,0
31826,2024-07-01 13:18:32,0,4,0,0
98314,2024-07-01 13:47:31,0,5,0,0
29370,2024-07-01 13:51:47,0,8,1,324
71217,2024-07-01 13:52:54,0,3,0,0
53843,2024-07-01 14:07:35,0,7,0,0
54697,2024-07-01 14:35:04,0,7,0,0
22231,2024-07-01 14:38:16,0,5,0,0
3714,2024-07-01 14:47:53,1,4,1,724
82050,2024-07-01 14:49:31,1,5,0,0
25546,2024-07-01 14:51:05,1,11,0,0
3714,2024-07-01 14:57:14,0,3,0,0
99351,2024-07-01 15:19:35,0,4,0,0
36022,2024-07-01 15:20:02,0,4,0,0
26717,2024-07-01 15:24:05,1,7,1,548
35671,2024-07-01 15:35:05,0,9,0,0
73642,2024-07-01 15:35:39,0,6,0,0
4663,2024-07-01 15:35:44,1,7,0,0
1963,2024-07-01 15:37:23,1,7,0,0
11012,2024-07-01 15:37:38,0,10,0,0
78472,2024-07-01 15:37:44,0,5,0,0
45098,2024-07-01 15:38:23,1,3,1,393
36022,2024-07-01 15:51:45,0,6,0,0
36522,2024-07-01 16:04:31,0,5,0,0
570,2024-07-01 16:05:58,1,9,1,444
17691,2024-07-01 16:06:07,0,9,0,0
3482,2024-07-01 16:17:54,0,10,1,737
68187,2024-07-01 16:29:03,0,5,1,326
24373,2024-07-01 16:38:22,0,5,1,436
13712,2024-07-01 16:49:22,1,7,1,436
59997,2024-07-01 16:55:12,0,9,1,448
81179,2024-07-01 16:57:03,0,9,1,380
46967,2024-07-01 17:05:12,0,8,1,399
48025,2024-07-01 17:13:36,1,5,0,0
63079,2024-07-01 17:17:17,1,10,1,360
99401,2024-07-01 17:18:39,1,6,0,0
17285,2024-07-01 17:20:22,0,5,0,0
33035,2024-07-01 17:23:41,0,3,1,595
24921,2024-07-01 17:32:53,0,7,0,0
83163,2024-07-01 17:42:59,1,3,1,288
88180,2024-07-01 17:51:42,0,7,0,0
54535,2024-07-01 17:53:27,0,8,0,0
81437,2024-07-01 18:05:13,1,6,0,0
6558,2024-07-01 18:07:50,1,5,0,0
16041,2024-07-01 18:09:52,1,8,0,0
66265,2024-07-01 18:18:48,0,7,0,0
3192,2024-07-01 18:31:00,0,7,0,0
62770,2024-07-01 18:32:19,0,4,1,390
52139,2024-07-01 18:34:26,0,4,1,632
5986,2024-07-01 18:39:30,0,9,0,0
38790,2024-07-01 18:40:59,1,2,1,464
81727,2024-07-01 18:41:46,0,8,1,540
18614,2024-07-01 18:44:31,0,5,0,0
72204,2024-07-01 18:58:47,1,4,1,334
64910,2024-07-01 19:03:44,0,5,1,328
79613,2024-07-01 19:09:16,0,4,0,0
33155,2024-07-01 19:15:33,0,7,0,0
58117,2024-07-01 19:16:42,0,7,0,0
78870,2024-07-01 19:19:41,0,7,0,0
15350,2024-07-01 19:28:51,1,9,1,495
2894,2024-07-01 19:39:28,0,3,0,0
67542,2024-07-01 19:39:32,0,5,0,0
90756,2024-07-01 19:40:29,0,4,1,284
11686,2024-07-01 19:46:46,0,1,0,0
77463,2024-07-01 20:01:58,0,9,0,0
29337,2024-07-01 20:09:49,1,7,0,0
31120,2024-07-01 20:11:50,0,5,0,0
81179,2024-07-01 20:27:43,0,6,0,0
92076,2024-07-01 20:34:15,0,5,0,0
78870,2024-07-01 20:34:28,0,4,1,411
19648,2024-07-01 20:52:05,1,5,0,0
75798,2024-07-01 20:54:24,1,6,0,0
78175,2024-07-01 21:02:54,0,1,0,0
9824,2024-07-01 21:08:56,1,7,0,0
12442,2024-07-01 21:12:36,0,7,1,196
82135,2024-07-01 21:19:09,1,4,1,307
28342,2024-07-01 21:21:12,0,6,0,0
68299,2024-07-01 21:23:23,0,9,1,322
42047,2024-07-01 21:23:27,0,6,1,514
78677,2024-07-01 21:23:52,1,5,1,320
93422,2024-07-01 21:38:03,0,9,1,258
37253,2024-07-01 21:39:01,0,6,1,328
27540,2024-07-01 21:56:19,0,6,1,432
30713,2024-07-01 21:58:28,1,6,0,0
46342,2024-07-01 22:06:08,0,5,1,703
29337,2024-07-01 22:12:26,0,9,0,0
41297,2024-07-01 22:18:10,0,4,0,0
34976,2024-07-01 22:23:39,0,5,1,436
9143,2024-07-01 22:28:49,0,5,0,0
82135,2024-07-01 22:32:50,0,13,0,0
93422,2024-07-01 22:34:20,0,6,1,446
65149,2024-07-01 22:34:36,0,9,1,534
62941,2024-07-01 22:44:05,1,9,0,0
3375,2024-07-01 22:49:10,0,4,1,365
1088,2024-07-01 22:53:34,1,2,1,361
78810,2024-07-01 23:03:09,0,5,1,542
26590,2024-07-01 23:07:42,0,2,0,0
18335,2024-07-01 23:09:43,0,4,0,0
73493,2024-07-01 23:17:40,0,3,1,465
6185,2024-07-01 23:20:53,0,8,1,241
35543,2024-07-01 23:23:11,0,9,0,0
30434,2024-07-01 23:24:31,0,8,0,0
147,2024-07-01 23:26:38,1,5,0,0
16025,2024-07-01 23:26:54,0,4,0,0
17328,2024-07-01 23:27:02,1,6,1,772
5473,2024-07-01 23:33:32,0,6,1,357
50558,2024-07-01 23:34:26,0,10,1,410
91327,2024-07-01 23:38:46,1,7,0,0
31912,2024-07-01 23:57:50,0,5,1,440
61752,2024-07-02 00:04:26,0,2,1,367
38173,2024-07-02 00:06:32,0,8,0,0
13721,2024-07-02 00:28:08,0,4,0,0
2818,2024-07-02 00:36:03,0,6,0,0
70162,2024-07-02 00:43:49,1,5,0,0
17895,2024-07-02 00:44:14,0,9,1,221
42887,2024-07-02 01:07:46,0,10,0,0
76004,2024-07-02 01:29:22,0,7,1,477
45103,2024-07-02 01:36:49,0,6,0,0
70824,2024-07-02 01:42:34,0,5,0,0
17895,2024-07-02 01:45:11,1,5,0,0
61883,2024-07-02 01:56:01,1,7,0,0
62982,2024-07-02 01:57:48,1,7,0,0
52139,2024-07-02 02:08:16,1,7,0,0
11686,2024-07-02 02:08:33,1,10,0,0
84264,2024-07-02 02:25:27,0,7,0,0
68024,2024-07-02 02:25:49,0,6,0,0
41287,2024-07-02 02:43:28,1,4,0,0
87745,2024-07-02 03:04:33,0,2,0,0
40470,2024-07-02 03:08:25,0,5,1,543
60264,2024-07-02 03:17:30,0,9,0,0
38463,2024-07-02 03:19:48,0,5,0,0
55598,2024-07-02 03:25:25,1,6,0,0
55652,2024-07-02 03:47:09,0,4,1,345
46574,2024-07-02 04:14:52,0,7,1,274
967,2024-07-02 04:32:06,0,5,1,312
28342,2024-07-02 04:35:58,1,9,0,0
46071,2024-07-02 04:36:30,0,7,0,0
22904,2024-07-02 05:22:01,1,4,0,0
63008,2024-07-02 05:38:45,0,5,0,0
87918,2024-07-02 05:44:03,1,4,0,0
78472,2024-07-02 06:07:27,1,8,1,501
8305,2024-07-02 06:21:45,0,7,0,0
64827,2024-07-02 06:22:18,0,7,1,523
18485,2024-07-02 06:38:42,1,4,0,0
27770,2024-07-02 06:49:11,1,8,0,0
89345,2024-07-02 06:54:56,1,5,0,0
60264,2024-07-02 07:05:43,1,6,1,373
80926,2024-07-02 07:13:11,0,3,0,0
34978,2024-07-02 07:23:23,1,4,0,0
30223,2024-07-02 07:29:43,0,6,0,0
46574,2024-07-02 08:04:13,1,4,0,0
83321,2024-07-02 08:05:28,0,7,0,0
80198,2024-07-02 08:06:30,0,7,1,473
94379,2024-07-02 08:09:12,0,9,1,351
54414,2024-07-02 08:17:15,0,8,0,0
84533,2024-07-02 08:22:26,0,7,0,0
12541,2024-07-02 08:23:35,0,12,0,0
81957,2024-07-02 08:31:44,0,6,0,0
21870,2024-07-02 08:42:25,1,4,1,403
42662,2024-07-02 08:43:41,0,4,0,0
64988,2024-07-02 08:50:29,0,2,0,0
