user_id,session_start_dttm,desktop_flag,session_duration_min,purchase_flag,purchase_amount_rub
97657,2025-03-01 00:06:52,0,4,1,254
42321,2025-03-01 00:46:08,0,2,1,312
92781,2025-03-01 00:54:03,0,2,0,0
30384,2025-03-01 00:55:32,0,4,1,633
4907,2025-03-01 01:19:29,0,7,1,249
78832,2025-03-01 01:24:36,0,4,0,0
56276,2025-03-01 01:36:48,1,6,0,0
9178,2025-03-01 01:49:02,0,3,1,177
6229,2025-03-01 01:52:18,0,4,0,0
86547,2025-03-01 01:59:55,0,9,0,0
57047,2025-03-01 02:04:54,0,8,0,0
38674,2025-03-01 02:07:29,0,5,1,424
89286,2025-03-01 02:13:13,0,7,0,0
13181,2025-03-01 02:40:43,0,3,0,0
88295,2025-03-01 02:41:06,0,8,0,0
58209,2025-03-01 03:23:59,1,7,1,187
17637,2025-03-01 03:31:27,0,4,1,229
88425,2025-03-01 03:46:35,0,12,1,270
75569,2025-03-01 04:00:29,0,7,1,317
19119,2025-03-01 04:22:13,1,10,0,0
1810,2025-03-01 04:24:44,0,5,0,0
58867,2025-03-01 04:42:34,0,4,0,0
56198,2025-03-01 04:43:32,1,8,1,343
48421,2025-03-01 05:07:43,0,6,0,0
73818,2025-03-01 05:22:41,0,4,0,0
71048,2025-03-01 05:23:55,0,4,0,0
46342,2025-03-01 05:35:21,0,3,1,404
62848,2025-03-01 05:38:47,1,7,0,0
23657,2025-03-01 06:07:02,1,8,0,0
82188,2025-03-01 06:23:31,1,11,1,397
25170,2025-03-01 06:52:39,1,4,1,243
70523,2025-03-01 06:59:05,0,4,0,0
49297,2025-03-01 07:16:40,0,7,0,0
94400,2025-03-01 07:26:11,0,5,0,0
36858,2025-03-01 07:34:46,0,6,1,202
79648,2025-03-01 07:35:52,0,4,0,0
78617,2025-03-01 07:36:36,0,9,0,0
77116,2025-03-01 08:14:33,0,10,1,476
16552,2025-03-01 08:25:33,0,4,0,0
26091,2025-03-01 08:31:47,0,4,0,0
45900,2025-03-01 08:32:10,0,6,0,0
11853,2025-03-01 08:35:26,1,7,0,0
92653,2025-03-01 08:43:24,0,9,1,256
4215,2025-03-01 08:45:14,0,6,0,0
95359,2025-03-01 08:53:57,0,8,0,0
19718,2025-03-01 08:57:15,0,5,1,244
95356,2025-03-01 09:02:10,0,2,1,560
17953,2025-03-01 09:04:34,0,4,0,0
30832,2025-03-01 09:24:35,0,6,1,569
69773,2025-03-01 09:37:55,0,13,0,0
54347,2025-03-01 09:45:30,0,8,0,0
48762,2025-03-01 10:01:32,1,8,0,0
71120,2025-03-01 10:07:12,1,8,0,0
56607,2025-03-01 10:13:54,1,6,1,266
36560,2025-03-01 10:14:27,0,4,1,242
77447,2025-03-01 10:20:05,0,5,0,0
54263,2025-03-01 10:25:02,1,3,1,382
81866,2025-03-01 10:30:51,0,6,1,303
2029,2025-03-01 10:35:15,0,8,0,0
2745,2025-03-01 10:39:46,0,5,0,0
35065,2025-03-01 10:40:19,0,2,0,0
80088,2025-03-01 10:40:36,0,8,0,0
58784,2025-03-01 10:44:08,0,2,0,0
82458,2025-03-01 10:46:36,0,5,1,261
5926,2025-03-01 10:56:44,1,11,0,0
32652,2025-03-01 10:56:49,0,1,1,282
95707,2025-03-01 11:04:15,0,7,0,0
92733,2025-03-01 11:07:23,1,7,0,0
86648,2025-03-01 11:30:30,0,3,0,0
57697,2025-03-01 11:35:59,0,7,1,197
11853,2025-03-01 11:46:25,1,7,0,0
44199,2025-03-01 12:04:34,0,7,1,294
36406,2025-03-01 12:11:15,0,3,1,303
1124,2025-03-01 12:12:17,0,1,0,0
15263,2025-03-01 12:31:04,1,5,0,0
86484,2025-03-01 12:36:20,0,5,1,240
24304,2025-03-01 12:49:50,0,7,0,0
99993,2025-03-01 12:51:14,1,5,0,0
78546,2025-03-01 12:53:25,1,4,0,0
92986,2025-03-01 12:58:09,0,5,0,0
30832,2025-03-01 13:20:50,0,10,0,0
6787,2025-03-01 13:35:38,0,3,1,264
44976,2025-03-01 13:43:58,0,4,0,0
1124,2025-03-01 13:51:41,0,2,1,750
63410,2025-03-01 13:56:33,0,4,1,309
82188,2025-03-01 14:22:51,0,5,0,0
62680,2025-03-01 14:32:12,1,2,0,0
82188,2025-03-01 14:40:23,0,5,1,361
7573,2025-03-01 14:42:44,0,4,1,301
64100,2025-03-01 14:44:24,0,7,1,197
40952,2025-03-01 14:50:49,0,8,0,0
60242,2025-03-01 14:54:48,0,5,0,0
4709,2025-03-01 14:56:18,0,8,1,303
58917,2025-03-01 15:06:08,1,8,0,0
78810,2025-03-01 15:08:38,0,8,1,557
21072,2025-03-01 15:08:45,1,9,0,0
29831,2025-03-01 15:08:45,1,9,0,0
