user_id,session_start_dttm,desktop_flag,session_duration_min,purchase_flag,purchase_amount_rub
64087,2025-10-01 00:18:25,0,2,1,659
78717,2025-10-01 00:34:34,0,2,1,336
78717,2025-10-01 00:36:16,1,5,0,0
23209,2025-10-01 00:43:20,1,7,0,0
50821,2025-10-01 00:47:31,0,5,0,0
72565,2025-10-01 00:54:52,0,5,1,234
50394,2025-10-01 01:04:55,0,3,0,0
46648,2025-10-01 01:09:12,1,4,0,0
18731,2025-10-01 01:10:13,0,6,0,0
57875,2025-10-01 01:29:19,1,5,0,0
21806,2025-10-01 01:29:20,1,7,0,0
49419,2025-10-01 02:10:43,1,1,1,340
33155,2025-10-01 02:16:58,0,5,0,0
74526,2025-10-01 02:37:22,0,3,0,0
85500,2025-10-01 02:48:53,0,4,1,311
76852,2025-10-01 02:55:03,0,10,0,0
80637,2025-10-01 03:01:28,0,6,0,0
31288,2025-10-01 03:14:27,0,6,1,309
56839,2025-10-01 03:20:49,1,3,0,0
9572,2025-10-01 03:29:19,0,7,0,0
88938,2025-10-01 03:36:53,0,2,0,0
32512,2025-10-01 03:50:04,0,5,1,311
9540,2025-10-01 04:38:23,0,10,0,0
56004,2025-10-01 04:40:25,0,5,0,0
99953,2025-10-01 04:41:14,1,6,0,0
85703,2025-10-01 05:11:43,0,1,0,0
78591,2025-10-01 05:11:54,0,5,0,0
3224,2025-10-01 05:35:09,1,4,0,0
18614,2025-10-01 05:41:31,1,2,1,258
78175,2025-10-01 05:45:08,0,7,0,0
42610,2025-10-01 05:56:23,0,5,0,0
87431,2025-10-01 06:12:55,0,4,0,0
56795,2025-10-01 06:18:10,0,4,0,0
41942,2025-10-01 06:40:31,1,12,1,385
70824,2025-10-01 06:52:08,1,1,0,0
92069,2025-10-01 06:59:36,0,9,0,0
5835,2025-10-01 07:07:27,0,4,1,354
31665,2025-10-01 07:50:10,0,5,0,0
6464,2025-10-01 07:57:04,0,5,0,0
41155,2025-10-01 08:03:01,1,5,0,0
44843,2025-10-01 08:21:39,1,6,0,0
55999,2025-10-01 08:25:01,0,5,1,336
8136,2025-10-01 08:25:03,0,8,1,230
236,2025-10-01 08:41:56,0,6,0,0
89007,2025-10-01 08:42:07,0,6,0,0
67448,2025-10-01 08:45:46,0,9,0,0
24059,2025-10-01 08:49:29,0,3,0,0
10798,2025-10-01 08:49:45,0,9,0,0
47953,2025-10-01 08:53:21,0,6,0,0
82866,2025-10-01 09:12:16,1,5,0,0
38907,2025-10-01 09:22:11,0,10,1,157
28731,2025-10-01 09:26:09,0,9,0,0
28251,2025-10-01 10:07:20,1,8,0,0
40845,2025-10-01 10:10:13,0,5,1,252
10796,2025-10-01 10:10:50,1,10,0,0
72393,2025-10-01 10:12:59,0,12,0,0
31361,2025-10-01 10:13:06,0,6,0,0
39332,2025-10-01 10:13:13,0,6,0,0
17723,2025-10-01 10:17:26,0,8,0,0
95700,2025-10-01 10:19:04,0,6,1,513
86940,2025-10-01 10:31:08,0,7,0,0
63866,2025-10-01 10:38:43,0,6,0,0
69521,2025-10-01 10:43:16,0,9,1,329
15512,2025-10-01 10:51:01,0,6,1,188
37100,2025-10-01 10:54:40,0,2,1,341
14894,2025-10-01 10:57:43,0,11,0,0
67457,2025-10-01 11:06:01,1,8,1,336
38641,2025-10-01 11:15:59,0,13,0,0
63697,2025-10-01 11:17:03,1,4,0,0
51556,2025-10-01 11:26:22,0,6,1,473
