user_id,session_start_dttm,desktop_flag,satisfaction_metric,session_duration_min,purchase_flag,purchase_amount_rub
43329,2024-02-01 00:05:52,0,-1.0739878093174364,4,1,181
98184,2024-02-01 00:08:08,1,0.9992778452062004,6,1,235
19915,2024-02-01 00:08:13,0,3.649473931254503,5,0,0
76817,2024-02-01 00:34:38,0,1.4046363611167103,6,0,0
83297,2024-02-01 00:45:51,0,3.4110811289605736,4,0,0
18925,2024-02-01 01:11:53,1,3.0851889265839203,6,0,0
14350,2024-02-01 01:20:24,0,2.5420724335196105,4,0,0
3836,2024-02-01 01:34:57,0,2.2971316759320706,6,0,0
61793,2024-02-01 01:54:12,0,0.4250577358883276,9,0,0
86572,2024-02-01 02:55:01,0,-0.5512189585232086,3,1,270
27813,2024-02-01 03:14:59,0,2.4020720537442135,9,0,0
83895,2024-02-01 03:42:51,1,2.4055500965047347,9,1,392
82820,2024-02-01 04:39:28,1,2.87502449723974,5,0,0
82706,2024-02-01 04:52:16,0,0.2455286518074533,5,0,0
68677,2024-02-01 06:27:18,1,2.203851774745315,5,1,280
24025,2024-02-01 06:29:47,0,4.784337660799212,4,1,84
17430,2024-02-01 06:31:53,0,1.921484020236927,5,1,369
14640,2024-02-01 07:13:30,0,-2.9573313337787135,7,0,0
12711,2024-02-01 08:00:30,0,2.7667991378648544,5,0,0
8752,2024-02-01 08:09:30,1,0.4753530839446955,8,0,0
62382,2024-02-01 08:26:51,0,5.5453179817866625,6,1,551
31043,2024-02-01 08:31:52,0,0.4408176929649455,13,0,0
86278,2024-02-01 08:47:36,0,3.892208219886277,6,0,0
99505,2024-02-01 08:50:51,1,1.591862831122302,8,0,0
98789,2024-02-01 08:56:57,1,3.3548027373846048,11,1,153
43266,2024-02-01 09:10:11,0,1.2924741139310154,5,0,0
9915,2024-02-01 09:26:39,1,3.2322693360044763,6,0,0
30152,2024-02-01 09:30:40,0,1.87692724955332,7,0,0
51747,2024-02-01 09:45:36,0,-0.5413585193443335,6,0,0
72878,2024-02-01 09:56:14,0,0.1149470689223355,4,0,0
26165,2024-02-01 10:03:35,0,1.9594650310450237,2,1,104
32482,2024-02-01 10:14:50,0,0.0599825619693048,6,0,0
33234,2024-02-01 10:45:16,1,-2.360420128978948,6,0,0
9363,2024-02-01 10:47:30,0,-0.1247367658463818,4,0,0
38372,2024-02-01 10:50:08,0,1.9652709989115515,8,0,0
47860,2024-02-01 10:51:51,0,2.930684224485551,5,1,105
94138,2024-02-01 11:21:28,0,3.3983409373544124,8,0,0
9612,2024-02-01 11:23:43,0,1.9329856334990143,2,0,0
9363,2024-02-01 11:28:59,0,0.5914610243854022,5,0,0
19543,2024-02-01 12:02:44,0,-0.0774237930981354,3,1,153
97320,2024-02-01 12:03:32,1,3.611357278485002,3,0,0
15398,2024-02-01 12:19:56,0,-2.298132662718397,3,0,0
89856,2024-02-01 12:35:19,0,0.450291791939032,5,0,0
66916,2024-02-01 12:46:51,0,-0.682920306189295,7,1,115
41481,2024-02-01 12:53:13,0,-0.6225926695734982,3,0,0
58705,2024-02-01 13:11:27,0,3.6304732574885623,9,0,0
74036,2024-02-01 13:24:58,1,2.9703222250914756,6,0,0
95671,2024-02-01 13:26:41,0,0.9306872971740414,8,0,0
61085,2024-02-01 13:39:35,0,0.3781866558548546,2,0,0
55905,2024-02-01 13:45:27,0,3.146018571923314,4,1,103
75423,2024-02-01 13:45:48,0,1.4172838129740142,6,0,0
64925,2024-02-01 13:54:24,1,1.2711234954710775,5,1,234
90345,2024-02-01 14:15:16,1,1.3263360647188145,8,1,220
9558,2024-02-01 14:16:07,0,1.6833817719163284,3,0,0
9363,2024-02-01 14:26:47,0,1.410711364502915,5,0,0
4363,2024-02-01 14:29:36,1,2.6320957412885724,3,0,0
56125,2024-02-01 14:37:46,1,2.072119853595591,8,0,0
79810,2024-02-01 14:41:36,0,2.015323537777435,5,0,0
18047,2024-02-01 14:46:14,1,0.0904163657383569,6,0,0
57564,2024-02-01 14:46:42,0,1.8207374053430756,6,0,0
15638,2024-02-01 14:57:35,0,0.9265856087620092,4,1,232
40351,2024-02-01 15:10:05,0,-1.8533868425955584,3,1,249
97872,2024-02-01 15:15:28,0,-0.1647071989231467,6,0,0
1513,2024-02-01 15:42:19,1,0.0887496651972041,5,0,0
35030,2024-02-01 15:53:33,1,0.944164725351373,9,1,251
72228,2024-02-01 16:08:34,0,-1.022065373406511,4,1,343
77749,2024-02-01 16:10:37,0,2.852753495666493,9,0,0
89856,2024-02-01 16:23:47,0,-0.9231307822436592,9,1,242
38379,2024-02-01 16:25:33,1,0.28158796284886,1,1,272
720,2024-02-01 16:43:41,0,3.2737372669011267,8,1,136
82797,2024-02-01 16:48:30,1,4.375268785442241,6,1,289
37921,2024-02-01 17:02:14,1,4.091064549579361,4,1,188
97537,2024-02-01 17:04:36,1,0.9246748461939552,3,0,0
92706,2024-02-01 17:07:34,1,2.8196569146573855,2,1,161
5481,2024-02-01 17:19:52,0,2.5592420414717987,7,1,144
30796,2024-02-01 17:32:07,0,-0.2150580819108325,6,1,92
6087,2024-02-01 17:35:21,1,-0.4835110577567851,8,0,0
95440,2024-02-01 17:46:31,0,-1.788231687506829,2,1,229
46824,2024-02-01 17:51:37,0,0.4619390314786794,5,0,0
85712,2024-02-01 18:07:42,0,2.4654218855387127,2,1,477
18015,2024-02-01 18:43:47,0,5.035618743211784,6,1,160
15276,2024-02-01 19:10:14,0,0.2346794782715962,2,1,324
61330,2024-02-01 19:16:26,1,1.9907340555513091,8,0,0
90781,2024-02-01 19:19:38,1,0.8844573080211529,3,1,461
4529,2024-02-01 19:30:45,0,0.9774183060783396,6,1,179
96873,2024-02-01 19:37:36,0,1.5451052459429344,9,0,0
38573,2024-02-01 19:47:26,0,6.056712950417901,10,1,279
12782,2024-02-01 19:47:54,1,6.890260290117833,9,0,0
37336,2024-02-01 19:48:39,1,3.239403930964958,7,0,0
82475,2024-02-01 19:53:12,0,-2.7807444954175167,3,0,0
99413,2024-02-01 20:04:33,1,2.679750722385408,3,1,280
26642,2024-02-01 20:48:47,0,1.0562998204484062,10,0,0
97188,2024-02-01 20:49:34,1,1.9972146971133025,3,0,0
3291,2024-02-01 21:01:56,0,0.9573071618588804,2,0,0
1282,2024-02-01 21:30:38,0,-0.986654253449373,6,1,358
69506,2024-02-01 21:34:30,1,3.3971326907430104,5,0,0
94267,2024-02-01 21:37:18,0,3.2356688010994445,6,0,0
95562,2024-02-01 21:45:23,1,3.947788256434802,4,0,0
45986,2024-02-01 21:52:08,1,-2.215906683554886,7,0,0
19599,2024-02-01 21:54:02,0,-1.9092551940722056,10,1,495
65249,2024-02-01 21:54:14,0,3.2498656714092857,5,0,0
1675,2024-02-01 21:58:39,0,0.1737800944065703,10,0,0
38803,2024-02-01 22:04:02,0,3.01822381251011,6,0,0
30796,2024-02-01 22:12:56,0,3.878150166972441,7,0,0
7462,2024-02-01 22:17:58,0,0.2176049933586779,2,0,0
74804,2024-02-01 22:18:04,0,-1.218842060878483,7,1,373
62472,2024-02-01 22:26:26,0,2.9243290862924898,4,0,0
64340,2024-02-01 22:32:58,1,2.2192955091480173,5,1,329
49513,2024-02-01 22:44:41,1,3.972272633921535,2,0,0
66916,2024-02-01 22:58:38,0,1.784060796115046,10,0,0
48634,2024-02-01 23:18:15,0,2.1447902160587047,11,0,0
10884,2024-02-01 23:34:15,0,0.6501402359923198,6,0,0
41502,2024-02-01 23:38:46,0,2.139415763045395,5,0,0
76440,2024-02-01 23:45:51,0,0.7001287990648668,2,0,0
68590,2024-02-01 23:57:59,0,-1.6585974458435984,1,0,0
75554,2024-02-02 00:15:58,1,1.879496307197426,8,0,0
35050,2024-02-02 00:32:10,0,5.895605507185815,3,0,0
58661,2024-02-02 00:36:30,0,0.6757309867121644,7,0,0
39707,2024-02-02 00:36:42,0,3.3737826891981615,6,1,464
46676,2024-02-02 01:06:12,1,3.306489766562454,6,0,0
60512,2024-02-02 01:16:28,1,2.4535720922182707,7,1,85
34386,2024-02-02 01:23:51,0,4.248995691913512,5,0,0
42654,2024-02-02 01:32:00,1,-0.1439251045804384,8,1,209
1550,2024-02-02 01:53:12,0,-0.7771692495139253,6,0,0
71481,2024-02-02 01:57:41,0,-2.64663428704558,3,1,348
11575,2024-02-02 02:20:14,0,1.6279303049984288,6,0,0
36270,2024-02-02 02:25:13,1,2.220791451224437,8,0,0
71942,2024-02-02 02:25:25,0,1.354460290536223,5,1,246
34386,2024-02-02 02:31:34,1,2.29968482797456,7,0,0
34716,2024-02-02 02:33:03,0,4.10712933698846,7,0,0
65467,2024-02-02 03:28:50,0,1.27085197049106,9,0,0
62562,2024-02-02 03:44:08,0,4.949782170714717,3,0,0
90321,2024-02-02 04:33:41,1,2.3607278860527963,5,0,0
1550,2024-02-02 04:50:19,0,2.056037359389045,2,0,0
97320,2024-02-02 05:03:02,1,4.890251913853067,7,0,0
87216,2024-02-02 05:09:02,0,1.7362931103968138,7,0,0
64373,2024-02-02 05:15:14,0,1.9038445667872976,8,0,0
55338,2024-02-02 05:57:36,0,0.5205724429383964,6,1,189
67751,2024-02-02 06:14:13,1,2.8651889034523044,11,0,0
10884,2024-02-02 06:18:53,0,-1.5189424087521175,6,0,0
61875,2024-02-02 06:59:32,1,2.487504960803296,4,0,0
42384,2024-02-02 07:05:23,1,1.087057711550555,11,1,319
65249,2024-02-02 07:29:00,0,3.562461127525144,7,0,0
19449,2024-02-02 08:09:40,0,1.867538244428903,3,1,287
44472,2024-02-02 08:12:15,1,2.91004744069504,6,0,0
508,2024-02-02 08:24:08,1,0.1742440265623455,4,1,192
13804,2024-02-02 08:41:06,0,1.1165287745029746,5,1,243
78864,2024-02-02 08:58:21,0,3.733358357436565,2,1,155
87986,2024-02-02 09:02:02,1,2.236695826776409,12,0,0
41190,2024-02-02 09:04:33,0,1.4907098971448327,7,0,0
24787,2024-02-02 09:07:37,0,0.8980482693894967,6,0,0
56422,2024-02-02 09:20:25,0,2.1487085665584713,6,0,0
16379,2024-02-02 09:43:48,0,0.9598109032484065,3,1,183
70301,2024-02-02 09:45:51,1,2.017011253446307,6,1,214
57151,2024-02-02 09:55:49,1,0.8078222006876667,4,0,0
14141,2024-02-02 09:56:06,0,1.909063743737622,8,0,0
79217,2024-02-02 09:57:31,0,0.3442178747375751,11,0,0
21244,2024-02-02 09:58:40,0,2.791561022074514,6,0,0
48763,2024-02-02 10:06:34,1,4.908100362914917,6,0,0
94267,2024-02-02 10:15:27,0,2.6574228122579497,5,1,223
62562,2024-02-02 10:25:05,1,4.638026395482792,6,0,0
67751,2024-02-02 10:30:45,0,1.4067290493914208,4,0,0
58115,2024-02-02 10:46:27,1,-0.7962193195977014,6,1,136
61561,2024-02-02 10:49:10,0,2.057871093915798,8,0,0
20435,2024-02-02 11:19:16,0,0.5150064158439334,6,0,0
25099,2024-02-02 11:43:30,1,4.264469144358495,5,0,0
99574,2024-02-02 11:49:59,0,-0.9143056556162996,8,1,185
15311,2024-02-02 11:55:34,0,1.3550424510341026,7,0,0
59959,2024-02-02 11:56:00,1,-0.2292339261358535,7,0,0
96150,2024-02-02 12:09:08,0,1.2755073845542588,8,0,0
33423,2024-02-02 12:39:30,0,-0.3841723132567389,8,1,266
34032,2024-02-02 13:28:50,0,-2.6793099796049287,5,1,111
23573,2024-02-02 13:37:57,0,3.4492587151996092,9,1,298
82684,2024-02-02 13:39:14,0,3.2211254805855356,6,0,0
8000,2024-02-02 13:47:06,0,-1.243132122555318,3,0,0
6027,2024-02-02 14:09:17,1,7.618421722459006,7,1,222
34613,2024-02-02 14:38:55,0,-4.557339283332102,9,0,0
14350,2024-02-02 14:39:33,0,-0.7307553208130173,4,1,341
77398,2024-02-02 14:56:36,1,3.589864505831255,1,0,0
78858,2024-02-02 15:29:43,0,1.0513489073159985,2,1,455
3933,2024-02-02 15:31:29,1,1.5414146928953838,6,1,359
45417,2024-02-02 15:32:47,1,4.944029132980267,3,1,133
22006,2024-02-02 15:34:43,1,1.1833336743466616,6,0,0
16683,2024-02-02 15:47:53,0,1.1052241518227612,5,0,0
94983,2024-02-02 15:58:06,0,4.4361999924796445,6,1,282
22000,2024-02-02 16:02:35,1,1.6975047065072482,4,0,0
60297,2024-02-02 16:10:50,0,-1.9671333721032065,12,1,350
1131,2024-02-02 16:26:03,1,4.87060031329088,7,1,190
62894,2024-02-02 16:35:34,0,2.686689783849957,5,0,0
16683,2024-02-02 16:36:56,0,0.5304012117711635,4,0,0
44656,2024-02-02 16:39:41,0,0.5117544564947623,3,0,0
59307,2024-02-02 16:56:33,0,4.996577966682668,5,0,0
19377,2024-02-02 16:59:40,0,0.2756177318900377,4,1,195
96957,2024-02-02 17:00:34,0,2.1521390071227815,4,0,0
43210,2024-02-02 17:06:41,0,-1.4087338970680876,10,0,0
89856,2024-02-02 17:26:04,0,0.5666134918881591,6,0,0
42652,2024-02-02 17:31:04,0,0.4116951303088715,2,0,0
82768,2024-02-02 17:31:46,0,3.3164453375919143,5,0,0
21305,2024-02-02 17:40:41,1,0.8268298298581986,5,0,0
77433,2024-02-02 17:44:15,1,0.7112657595739542,9,0,0
74036,2024-02-02 18:00:25,1,2.1238329673599186,7,0,0
67282,2024-02-02 18:23:24,0,4.3479489905420925,4,0,0
65249,2024-02-02 18:47:03,0,2.794388836066122,5,1,169
38379,2024-02-02 19:20:28,1,1.4465998198285732,6,0,0
87216,2024-02-02 19:36:06,1,2.889453636390466,7,0,0
82768,2024-02-02 20:21:59,1,1.6062286025921808,10,0,0
18243,2024-02-02 20:23:57,0,-0.0042502578809577,1,0,0
97872,2024-02-02 20:24:25,0,3.264102734421358,2,0,0
36108,2024-02-02 20:37:35,1,1.6926297912759645,5,0,0
19493,2024-02-02 20:39:02,1,-0.7546313110407348,4,0,0
67866,2024-02-02 20:44:08,0,2.182505884096544,2,0,0
68248,2024-02-02 20:48:00,0,2.222122400147886,7,0,0
93397,2024-02-02 20:50:22,0,0.7934231699228899,9,1,213
77236,2024-02-02 20:51:43,0,1.3440622735609369,3,0,0
15276,2024-02-02 21:05:47,0,-2.1684326777437053,8,1,434
5314,2024-02-02 21:06:08,0,4.414724027343107,6,0,0
77924,2024-02-02 21:35:29,0,0.6928993556599239,5,0,0
16983,2024-02-02 21:38:57,0,2.565036361344796,6,0,0
93397,2024-02-02 21:39:52,0,0.8802912046082971,4,0,0
74778,2024-02-02 21:47:19,1,1.845287640358292,2,0,0
52863,2024-02-02 22:11:24,0,4.411880557417547,3,0,0
21334,2024-02-02 22:38:55,1,-1.185588519443055,9,1,264
45551,2024-02-02 22:45:30,0,2.4332621329463104,3,1,151
26385,2024-02-02 22:46:48,0,1.1027957086341846,7,0,0
22424,2024-02-02 22:58:15,0,-0.294095278817454,5,1,150
16683,2024-02-02 23:02:13,0,6.421093537692766,7,0,0
