user_id,session_start_dttm,desktop_flag,satisfaction_metric,session_duration_min,purchase_flag,purchase_amount_rub
77749,2024-04-01 00:00:27,0,,10,0,0
61849,2024-04-01 00:02:52,0,,4,1,499
19915,2024-04-01 00:02:54,0,,8,0,0
70357,2024-04-01 00:09:17,0,,8,0,0
66203,2024-04-01 00:14:38,0,,5,0,0
57147,2024-04-01 00:23:57,0,,9,0,0
76440,2024-04-01 00:29:25,0,,5,0,0
68630,2024-04-01 00:31:01,1,,6,0,0
23198,2024-04-01 00:33:29,0,,3,1,234
42299,2024-04-01 00:35:20,0,,4,1,330
61017,2024-04-01 00:41:12,0,,3,1,186
68712,2024-04-01 00:53:32,0,,2,0,0
29470,2024-04-01 01:03:14,1,,7,0,0
49427,2024-04-01 01:10:14,0,,6,0,0
8442,2024-04-01 02:00:27,0,,7,0,0
47856,2024-04-01 02:12:49,0,,3,1,478
22991,2024-04-01 02:19:45,0,,12,0,0
7079,2024-04-01 02:23:14,1,,4,0,0
91796,2024-04-01 03:15:43,0,,2,0,0
45424,2024-04-01 04:44:52,0,,9,1,284
1566,2024-04-01 04:57:09,1,,6,0,0
67797,2024-04-01 05:15:15,1,,6,0,0
52361,2024-04-01 05:21:53,0,,5,0,0
85614,2024-04-01 05:27:36,0,,7,1,433
2366,2024-04-01 05:41:18,0,,6,0,0
20932,2024-04-01 05:55:06,0,,6,1,309
84058,2024-04-01 05:55:43,0,,5,0,0
3282,2024-04-01 06:03:52,1,,10,1,502
25192,2024-04-01 06:22:06,1,,7,0,0
39633,2024-04-01 06:33:09,0,,4,1,460
23120,2024-04-01 06:33:47,0,,9,1,536
5563,2024-04-01 06:43:54,0,,5,0,0
20339,2024-04-01 06:57:45,1,,2,0,0
44906,2024-04-01 06:59:00,0,,5,0,0
31475,2024-04-01 07:12:11,0,,10,1,323
54845,2024-04-01 07:21:23,0,,6,0,0
19755,2024-04-01 08:00:02,0,,8,0,0
99504,2024-04-01 08:01:09,0,,5,0,0
75684,2024-04-01 08:07:15,1,,4,1,290
98741,2024-04-01 08:29:49,1,,9,0,0
94423,2024-04-01 08:31:29,0,,7,1,353
15621,2024-04-01 08:37:25,0,,7,0,0
52365,2024-04-01 08:45:08,1,,6,0,0
37802,2024-04-01 08:59:18,0,,3,0,0
31181,2024-04-01 09:06:37,1,,7,1,395
17943,2024-04-01 09:13:26,1,,5,0,0
86297,2024-04-01 09:18:08,1,,4,0,0
68013,2024-04-01 09:25:57,0,,8,1,302
51923,2024-04-01 09:30:08,1,,7,0,0
73683,2024-04-01 09:41:22,1,,7,0,0
38290,2024-04-01 09:45:59,1,,7,0,0
78154,2024-04-01 09:49:27,0,,9,0,0
39007,2024-04-01 10:04:01,0,,6,1,426
59962,2024-04-01 10:04:37,0,,5,0,0
86299,2024-04-01 10:12:29,0,,4,0,0
25824,2024-04-01 10:12:32,0,,6,0,0
75140,2024-04-01 10:19:58,0,,6,0,0
8712,2024-04-01 10:22:06,0,,5,1,202
3630,2024-04-01 10:31:09,0,,10,1,258
88713,2024-04-01 10:31:30,1,,2,0,0
56058,2024-04-01 10:42:09,0,,7,0,0
30200,2024-04-01 10:42:46,1,,7,1,301
48358,2024-04-01 10:43:18,0,,5,0,0
