user_id,session_start,satisfaction_test_bucket,satisfaction_metric,device,purchase_amount_rub
89464,2024-03-01 00:06:15,8.0,2.2597778569035727,android,0
02917,2024-03-01 00:30:40,9.0,2.0839662438630935,desktop,0
80655,2024-03-01 00:56:45,5.0,0.8317702872744744,desktop,193
53709,2024-03-01 01:05:45,9.0,-1.139788987753183,ios,0
41214,2024-03-01 01:10:40,8.0,0.8517939136071517,ios,0
58680,2024-03-01 01:31:10,3.0,0.24201998732295127,ios,0
62509,2024-03-01 02:10:45,3.0,0.8702749809894119,android,656
87708,2024-03-01 02:21:44,9.0,0.3289091072823912,android,671
79164,2024-03-01 02:22:06,3.0,0.979260144534398,desktop,430
23264,2024-03-01 02:48:07,2.0,0.07908407410481844,android,0
06314,2024-03-01 03:08:59,9.0,-0.03927562923156436,android,646
27787,2024-03-01 03:12:04,3.0,-0.2807174367183787,desktop,0
43138,2024-03-01 03:23:01,8.0,2.222691482570892,ios,0
46703,2024-03-01 03:25:39,10.0,0.030342386632346563,desktop,267
55795,2024-03-01 04:08:37,8.0,1.0003316252563537,desktop,0
70042,2024-03-01 05:12:30,6.0,1.9545148466028355,desktop,498
61487,2024-03-01 05:13:07,9.0,1.9143041262295726,android,0
79126,2024-03-01 05:28:08,2.0,2.477035127226458,ios,0
39657,2024-03-01 06:23:47,7.0,1.7948482049153514,ios,0
60060,2024-03-01 06:48:33,5.0,1.3028665145015352,desktop,0
40208,2024-03-01 06:49:20,4.0,1.7240033085368496,desktop,293
51364,2024-03-01 07:28:12,9.0,2.3730881326061546,desktop,184
73742,2024-03-01 07:46:32,1.0,1.9994369028770411,android,0
24813,2024-03-01 08:01:15,5.0,1.4250225939953733,desktop,0
69901,2024-03-01 08:09:47,9.0,-0.8372023468141836,ios,1198
39378,2024-03-01 08:16:45,6.0,0.4714667938499033,ios,0
17860,2024-03-01 08:19:40,9.0,1.6963700717220878,desktop,414
48358,2024-03-01 08:27:27,3.0,0.3729040662905958,android,0
70503,2024-03-01 08:31:20,9.0,2.6201061394586436,desktop,0
17960,2024-03-01 08:38:47,3.0,0.9368201718335685,ios,733
27749,2024-03-01 08:51:31,2.0,2.0396935265975618,desktop,289
10523,2024-03-01 08:55:02,5.0,1.0852487713594363,android,0
31523,2024-03-01 09:10:04,8.0,2.1247441989017357,desktop,1564
83064,2024-03-01 09:20:08,6.0,0.8171501026907072,android,0
48358,2024-03-01 09:24:42,3.0,1.176277035728186,desktop,466
33531,2024-03-01 09:26:06,6.0,1.8991234839991122,desktop,253
71162,2024-03-01 09:56:57,4.0,-0.47227061583368624,desktop,0
79083,2024-03-01 10:02:18,7.0,0.7147018376124503,android,313
19280,2024-03-01 10:24:00,10.0,1.82915329537912,android,0
61241,2024-03-01 10:37:39,6.0,1.065600148342594,android,131
80673,2024-03-01 10:50:14,10.0,2.46733381207748,desktop,0
83640,2024-03-01 10:53:45,4.0,-0.5759233581869183,desktop,421
34029,2024-03-01 11:14:40,1.0,2.960734307594464,android,797
15586,2024-03-01 11:18:25,4.0,-0.6900017679461332,desktop,284
62047,2024-03-01 11:23:00,1.0,0.04718446995175185,android,0
08789,2024-03-01 11:23:09,7.0,1.7696865166227178,ios,240
57651,2024-03-01 11:28:31,2.0,0.026166130141036303,desktop,0
70265,2024-03-01 11:39:59,2.0,2.2738038453235196,android,110
06476,2024-03-01 11:47:07,2.0,1.9928831448714843,android,1479
42589,2024-03-01 12:08:53,7.0,1.865807214932775,desktop,0
58928,2024-03-01 12:19:07,7.0,0.8067499931681666,desktop,0
19496,2024-03-01 12:28:44,9.0,1.4003944000457242,android,0
80553,2024-03-01 12:49:37,4.0,1.7452069776314065,desktop,0
20330,2024-03-01 13:01:50,3.0,0.18613679414825357,android,336
50320,2024-03-01 13:08:39,10.0,0.2931516249507008,desktop,248
19388,2024-03-01 13:15:01,8.0,1.1897261791986367,android,1299
80557,2024-03-01 13:19:48,3.0,1.90408895989372,android,0
34380,2024-03-01 13:22:36,2.0,2.170176943191932,ios,0
14949,2024-03-01 13:26:49,7.0,-0.16595692635798476,desktop,0
35836,2024-03-01 13:27:30,8.0,0.8020523680649807,ios,0
04940,2024-03-01 13:29:43,3.0,0.7557633682955613,desktop,193
85851,2024-03-01 13:32:54,9.0,1.4179591050427642,ios,0
63337,2024-03-01 13:33:37,2.0,1.5378729248275544,android,0
43005,2024-03-01 13:38:43,2.0,2.664353674239931,android,290
80557,2024-03-01 13:46:20,3.0,0.9913016299911658,android,0
00540,2024-03-01 13:56:39,5.0,0.4541164161971406,desktop,299
70208,2024-03-01 14:04:12,3.0,2.2485657807574055,desktop,0
32051,2024-03-01 14:20:31,9.0,0.46074251837918,desktop,213
44710,2024-03-01 14:30:12,2.0,2.93263884299112,android,0
23659,2024-03-01 14:35:26,9.0,0.7079036369785463,ios,0
65818,2024-03-01 14:37:13,1.0,2.4839822939515273,desktop,0
16128,2024-03-01 14:40:42,7.0,-0.5914976359196236,desktop,0
72935,2024-03-01 14:47:12,9.0,0.2863741231541048,ios,815
82160,2024-03-01 14:57:54,5.0,1.51607607633905,desktop,353
65062,2024-03-01 15:01:14,6.0,1.3206019563548599,desktop,0
58870,2024-03-01 15:05:02,7.0,1.5995169900657618,android,0
88282,2024-03-01 15:06:20,9.0,1.5509822859456703,ios,0
68281,2024-03-01 15:14:38,8.0,3.087714036295154,desktop,0
