user_id,session_start,satisfaction_test_bucket,satisfaction_metric,device,purchase_amount_rub
64745,2024-02-01 00:02:03,6.0,0.784573446514542,android,578
55929,2024-02-01 00:05:39,9.0,0.33827640181185525,desktop,695
89558,2024-02-01 00:10:28,8.0,0.6584861856185996,desktop,0
72401,2024-02-01 00:30:32,1.0,2.2788642846472387,desktop,0
01040,2024-02-01 00:54:35,6.0,2.723893828123862,android,833
74614,2024-02-01 01:00:40,9.0,1.662145281490603,desktop,350
03306,2024-02-01 01:53:10,7.0,0.4396992231018503,desktop,193
19036,2024-02-01 02:08:37,8.0,0.9316522116380367,android,206
85782,2024-02-01 02:17:57,9.0,0.9716866643477331,android,0
71208,2024-02-01 02:26:11,7.0,0.23204456625984893,desktop,0
87714,2024-02-01 02:26:26,10.0,0.2308697822561454,desktop,420
83983,2024-02-01 02:36:13,6.0,2.010524020326713,desktop,0
43950,2024-02-01 03:05:31,9.0,0.580215622483184,desktop,368
44866,2024-02-01 03:07:35,1.0,0.9921070503764553,desktop,0
41929,2024-02-01 03:19:18,1.0,2.724282677456228,desktop,0
11408,2024-02-01 03:51:56,7.0,-0.09469638703087147,desktop,864
68280,2024-02-01 04:00:35,5.0,0.9568596559305573,desktop,0
43243,2024-02-01 04:10:07,10.0,1.1180097531291235,ios,693
02100,2024-02-01 04:15:15,6.0,-0.9727042241938353,desktop,297
73575,2024-02-01 04:20:25,10.0,0.959253642182807,desktop,0
89514,2024-02-01 04:24:04,10.0,1.8679799343482604,ios,0
88773,2024-02-01 04:30:03,2.0,2.0630023683346996,desktop,0
66232,2024-02-01 04:41:22,6.0,1.451229385521833,android,0
55929,2024-02-01 04:54:46,9.0,3.229795115194971,ios,284
86571,2024-02-01 04:58:09,2.0,0.10805374668808954,android,292
67007,2024-02-01 05:07:56,3.0,2.251109482312179,desktop,0
59995,2024-02-01 05:24:21,10.0,2.4489340247508533,android,2105
93522,2024-02-01 05:38:20,6.0,3.8000859359143266,desktop,0
25287,2024-02-01 05:48:21,10.0,1.7581562617745978,android,248
98226,2024-02-01 06:14:03,6.0,1.163070207932701,ios,0
96547,2024-02-01 06:16:01,5.0,1.973740293431332,desktop,0
72448,2024-02-01 07:11:38,6.0,0.44076356660500626,desktop,0
74122,2024-02-01 07:17:57,2.0,0.041408559602968964,ios,0
43265,2024-02-01 07:30:29,9.0,1.1076863194949693,desktop,0
08895,2024-02-01 08:09:37,8.0,0.35227235692168635,desktop,0
89712,2024-02-01 08:27:11,4.0,1.3979845575628818,ios,0
14283,2024-02-01 08:33:15,9.0,0.34809091198017983,android,0
28116,2024-02-01 08:33:51,7.0,0.31307150013828233,android,0
84658,2024-02-01 08:39:06,9.0,1.4134732931055045,ios,564
89882,2024-02-01 08:47:40,5.0,0.8622885592194328,android,1280
08435,2024-02-01 08:58:23,8.0,-0.927521135716747,ios,251
37781,2024-02-01 09:13:20,8.0,-0.4555569213120896,desktop,227
62092,2024-02-01 09:14:01,9.0,-0.14726649146146342,desktop,0
39013,2024-02-01 09:14:06,4.0,0.11702809388602564,desktop,441
70443,2024-02-01 09:16:43,2.0,1.9876807070706888,android,287
27980,2024-02-01 09:23:14,9.0,1.4144233294786381,ios,0
03852,2024-02-01 09:37:52,3.0,1.2189388470716358,android,0
44332,2024-02-01 09:42:29,1.0,1.779032682213646,ios,572
07099,2024-02-01 09:42:31,2.0,1.8965798864253665,desktop,0
14957,2024-02-01 09:46:23,6.0,2.065279371699199,ios,0
39657,2024-02-01 09:51:57,7.0,1.752801822941771,desktop,397
07246,2024-02-01 09:56:13,7.0,2.071902956182658,ios,0
82455,2024-02-01 10:09:36,4.0,1.608396191459123,android,0
53251,2024-02-01 10:09:53,8.0,1.2096793090914897,desktop,342
48822,2024-02-01 10:11:14,10.0,2.0993517422876558,desktop,680
38919,2024-02-01 10:15:35,1.0,1.972017543469782,desktop,0
20400,2024-02-01 10:21:08,3.0,1.9194127917400996,ios,0
36344,2024-02-01 10:31:08,10.0,1.376095367553991,desktop,0
08785,2024-02-01 10:37:52,3.0,2.2710718708601423,android,0
38926,2024-02-01 10:40:44,8.0,-1.3457882425033967,desktop,608
79552,2024-02-01 10:51:47,2.0,2.2255598395101805,desktop,0
13099,2024-02-01 11:06:26,3.0,0.7095368258595501,ios,0
85209,2024-02-01 11:17:18,4.0,0.694209534348269,android,447
53015,2024-02-01 11:49:36,8.0,2.1526828774815705,desktop,0
29890,2024-02-01 11:52:46,9.0,2.5713949969507697,desktop,749
01735,2024-02-01 11:53:31,1.0,2.9476496098482996,desktop,0
48213,2024-02-01 12:16:02,7.0,-0.45017937021026255,ios,224
40935,2024-02-01 12:19:16,2.0,0.8888950990824418,desktop,0
63099,2024-02-01 12:23:38,10.0,2.411167174149276,desktop,0
71398,2024-02-01 12:28:56,4.0,-0.1714451860262689,desktop,0
