user_id,session_start,satisfaction_test_bucket,satisfaction_metric,device,purchase_amount_rub
14357,2024-01-01 00:02:45,9.0,-0.031202068439585062,ios,304
14260,2024-01-01 00:03:37,2.0,2.304717079754431,android,0
84710,2024-01-01 00:07:58,2.0,0.9600158937595045,desktop,354
77180,2024-01-01 00:13:34,9.0,1.0091732481821292,desktop,0
93872,2024-01-01 00:14:05,1.0,2.7504511958064572,desktop,0
31671,2024-01-01 00:14:33,4.0,0.8837333546896342,ios,0
36681,2024-01-01 00:19:23,5.0,2.8421506585682637,desktop,0
53251,2024-01-01 00:33:20,7.0,2.924496037012573,desktop,0
59679,2024-01-01 00:43:13,1.0,2.940564716391214,android,0
12752,2024-01-01 01:19:39,5.0,-0.6643563933302008,android,179
51857,2024-01-01 01:30:14,6.0,3.4939270057279894,desktop,0
77306,2024-01-01 01:32:14,9.0,0.0847742788466761,android,0
16841,2024-01-01 01:43:45,3.0,1.980673294327426,ios,402
19858,2024-01-01 02:06:14,9.0,1.9704979808637308,desktop,0
21634,2024-01-01 02:26:06,6.0,0.004309773158193253,android,0
61340,2024-01-01 02:42:14,1.0,0.048964811346163595,android,0
99150,2024-01-01 02:47:19,7.0,1.493267793839099,desktop,0
49656,2024-01-01 02:50:19,7.0,0.892466255733936,android,163
09897,2024-01-01 03:19:51,7.0,1.5543300046323907,ios,0
52257,2024-01-01 03:45:54,6.0,1.2306723023806256,desktop,0
01691,2024-01-01 03:54:35,10.0,2.196339485370247,desktop,306
85852,2024-01-01 05:02:03,3.0,1.0753995431460623,ios,353
66780,2024-01-01 05:20:56,10.0,0.8321259305736888,desktop,342
01040,2024-01-01 05:34:48,7.0,2.0960642330571804,android,0
00837,2024-01-01 05:50:50,9.0,1.5803959648586035,desktop,0
08905,2024-01-01 05:52:43,7.0,1.7318133943208878,ios,0
47425,2024-01-01 06:06:34,5.0,0.3354133277414032,desktop,310
37932,2024-01-01 06:07:55,5.0,-0.04526278139847406,android,0
02600,2024-01-01 07:17:54,3.0,0.43227785674729846,desktop,382
57504,2024-01-01 07:22:00,10.0,0.37917861431941136,desktop,0
07455,2024-01-01 07:26:56,8.0,1.7861992686529145,desktop,0
57651,2024-01-01 07:29:20,9.0,1.9759840502940518,android,147
54694,2024-01-01 07:37:38,5.0,0.8448697104675996,desktop,0
72448,2024-01-01 07:42:40,10.0,2.430919018824352,desktop,0
10401,2024-01-01 08:02:50,3.0,2.36846939376513,ios,293
41929,2024-01-01 08:15:45,8.0,1.2433989164005392,desktop,0
39016,2024-01-01 08:25:52,9.0,0.17810822845695995,desktop,1246
99341,2024-01-01 08:29:15,8.0,2.5753766494355403,android,0
22887,2024-01-01 08:35:12,9.0,0.9389826489715918,desktop,0
66978,2024-01-01 08:36:16,7.0,1.1261651964309747,ios,955
55929,2024-01-01 08:42:02,6.0,0.6603949743934314,desktop,465
85494,2024-01-01 08:52:29,5.0,0.11020967370280244,desktop,526
80511,2024-01-01 09:03:18,6.0,-0.46863943031529187,desktop,0
87527,2024-01-01 09:15:36,7.0,1.632868323557288,android,0
45326,2024-01-01 09:26:23,8.0,0.2165989461033796,ios,410
59597,2024-01-01 09:34:00,7.0,4.059531228996823,ios,188
10207,2024-01-01 09:40:54,4.0,-0.086073582612479,desktop,0
78899,2024-01-01 09:47:45,1.0,0.6978204931376819,desktop,0
63720,2024-01-01 09:52:41,7.0,-0.25738247498137,android,1174
68176,2024-01-01 09:54:18,1.0,2.1278404031672853,desktop,0
67889,2024-01-01 09:55:16,1.0,1.683757407656418,desktop,0
52976,2024-01-01 09:55:23,5.0,1.5101387156134412,ios,0
44155,2024-01-01 10:00:09,4.0,2.5293134789672953,android,517
14056,2024-01-01 10:04:32,9.0,1.0645896569432216,android,0
84677,2024-01-01 10:12:14,5.0,1.5722424201872744,desktop,294
17132,2024-01-01 10:28:18,3.0,-0.8435474174587096,android,0
84473,2024-01-01 10:31:17,2.0,1.9831988424957112,android,445
78194,2024-01-01 10:34:04,3.0,0.32248845430823325,ios,0
78194,2024-01-01 10:38:24,3.0,-0.07361572913756698,ios,282
47110,2024-01-01 11:10:29,3.0,-0.8950458499478811,android,0
69630,2024-01-01 11:14:03,2.0,1.1469560724264198,desktop,826
66780,2024-01-01 11:23:12,10.0,1.116980234023887,desktop,0
43534,2024-01-01 11:35:56,8.0,-1.2428276216104335,android,800
96811,2024-01-01 11:41:18,2.0,2.8793979748628287,ios,506
61254,2024-01-01 11:45:50,9.0,-0.3221959660874487,desktop,353
40765,2024-01-01 11:46:05,1.0,2.777791935428948,desktop,99
45277,2024-01-01 11:51:23,2.0,2.066030697561216,desktop,218
06425,2024-01-01 12:00:28,4.0,0.46280620598658195,desktop,0
72380,2024-01-01 12:06:34,4.0,0.1687141640489237,android,0
46965,2024-01-01 12:33:33,4.0,1.3964085022070676,desktop,479
52257,2024-01-01 13:16:11,6.0,1.30558019190248,android,0
15298,2024-01-01 13:20:49,4.0,1.8937987459354568,desktop,0
82701,2024-01-01 13:23:46,5.0,1.752383732712678,desktop,0
98156,2024-01-01 13:43:57,2.0,3.1272412069680326,ios,0
57000,2024-01-01 13:55:24,3.0,2.140812789361381,desktop,0
87763,2024-01-01 14:24:22,10.0,0.9980815999909458,desktop,0
10731,2024-01-01 14:33:58,7.0,1.3034669008166697,android,0
25375,2024-01-01 14:43:59,4.0,1.5115137019191913,android,0
83640,2024-01-01 14:59:46,5.0,1.1416566973910256,ios,0
91456,2024-01-01 15:07:22,10.0,0.6028056900829262,android,0
45277,2024-01-01 15:14:33,2.0,2.4675093422520455,android,756
03407,2024-01-01 15:15:08,8.0,0.6675574656602298,android,213
67960,2024-01-01 15:24:00,9.0,0.18244160167003454,ios,0
38768,2024-01-01 15:40:36,9.0,1.4216168299098295,desktop,0
10731,2024-01-01 15:51:18,7.0,0.9059848259148444,desktop,0
24717,2024-01-01 15:53:34,10.0,0.33682624936323513,desktop,267
35960,2024-01-01 16:03:45,10.0,0.33775518067540733,ios,0
35478,2024-01-01 16:16:24,10.0,-0.21039872778278856,desktop,456
61112,2024-01-01 16:24:43,3.0,1.9788413412371997,desktop,329
11410,2024-01-01 16:29:44,2.0,1.1407075371167616,desktop,0
45269,2024-01-01 16:39:41,8.0,1.0786176695317875,ios,0
71582,2024-01-01 17:00:06,1.0,2.368750784082499,ios,0
77155,2024-01-01 17:39:16,3.0,0.13719998042672987,android,0
78920,2024-01-01 18:02:07,2.0,1.041117399171001,desktop,396
07099,2024-01-01 18:11:24,3.0,1.8085477496020181,android,0
95921,2024-01-01 18:21:05,2.0,2.8784503013072724,desktop,0
63182,2024-01-01 18:27:10,5.0,0.43955119020562705,desktop,235
02656,2024-01-01 18:31:35,6.0,-0.40650062701223266,android,1078
08155,2024-01-01 18:42:53,4.0,2.021222289219133,desktop,0
00433,2024-01-01 19:16:02,8.0,0.46290301043388693,desktop,0
57935,2024-01-01 19:16:59,4.0,0.5911009097912105,desktop,0
50111,2024-01-01 19:19:51,6.0,1.0411800203491774,ios,0
93270,2024-01-01 19:24:08,5.0,2.142589222790115,desktop,0
62522,2024-01-01 19:24:10,10.0,1.0200372908663118,ios,0
54825,2024-01-01 19:29:59,7.0,-0.19911712614523025,desktop,0
71188,2024-01-01 19:34:12,3.0,1.54387700411218,desktop,0
53750,2024-01-01 19:41:22,1.0,1.9500740890137471,desktop,340
52398,2024-01-01 20:19:47,3.0,0.515010275738276,ios,255
